order,url,name_cn,date,score,total_votes,cover_large,tags,characters
627,https://bgm.tv/subject/10339,青之驱魔师,2011-04-17,7.1,6928,https://lain.bgm.tv/pic/cover/l/e2/06/10339_UJ5JJ.jpg,青の祓魔師;兄弟;热血;2011年4月;福山潤;JUMP;TV;神谷浩史;花澤香菜;恶魔;2011;冈本信彦;尼桑;战斗;漫画改;A-1Pictures;蓝色驱魔师;2011四月番;奇幻;漫改;游佐浩二;日本;青之驱魔师;A-1;泽野弘之;福山润;梶裕貴;アニメ;花泽香菜;冈村天斋,奥村燐;奥村雪男;杜山诗惠美;胜吕龙士;志摩廉造;三轮子猫丸;神木出云;雾隐修拉;梅菲斯特·菲雷斯;宝音无;亚瑟·奥吉斯特·安吉尔;御馔津&保食
628,https://bgm.tv/subject/148481,东京喰种:re,2018-04-03,5.5,4939,https://lain.bgm.tv/pic/cover/l/eb/20/148481_v7x7A.jpg,战斗;东京喰种;2018年4月;TV;漫改;漫画改;StudioPierrot;奇幻;2018;热血;东京喰种:re;猎奇;续作;续期;日本;血腥;超级好看;小丑社;2018春;渡部穏寛;2018年;渡部稳宽;未确定;ぴえろ;黑暗;花江夏樹;2018年春;东京食尸鬼;日本动画;PIERROT,佐佐木琲世;瓜江久生;不知吟士;六月透;米林才子;雾岛董香;西尾锦;亚门钢太朗;月山习;呗;四方莲示;笛口雏实
629,https://bgm.tv/subject/390555,新 吊带袜天使,2025-07-09,7.5,6704,https://lain.bgm.tv/pic/cover/l/52/88/390555_11QS3.jpg,原创;TRIGGER;今石洋之;2025年7月;TV;搞笑;战斗;奇幻;喜剧;吊带袜天使;日本;2025;恶搞;续作;2023;抽象;美式;重口;猎奇;未确定;2025年;少儿不宜;百合;未定档;下限;季番;7月;单元剧;若林广海;日本动画,Panty;Stocking;布里夫;盖塔贝特;恰库;法斯特内尔;丝坎蒂;妮索克丝;波莉丝特;波利优兰;机械匠婊;水と油ゴースト
630,https://bgm.tv/subject/89751,漫画家和助手,2014-04-07,6.8,5325,https://lain.bgm.tv/pic/cover/l/4b/e0/89751_4IvUa.jpg,搞笑;2014年4月;泡面番;漫画改;漫画家和助手;TV;后宫;ZEXCS;早見沙織;钉宫理惠;2014;松岡禎丞;喜剧;漫改;日常;泡面番？;日本;古田丈司;节操;井口裕香;早见沙织;泡面;松冈祯丞;2014年;职场;恋爱;卖肉;糟糕;ヒロユキ;釘宮理恵,爱徒勇气;足须沙穗都;音砂见张;黑井濑奈;风羽玲奈;皆野缠;足须沙穗乃;胸罩猫
631,https://bgm.tv/subject/402656,青春猪头少年不会梦到娇怜外出妹,2023-06-23,6.6,5110,https://lain.bgm.tv/pic/cover/l/c4/bf/402656_SXThf.jpg,剧场版;CloverWorks;校园;恋爱;轻小说改;2023;青春;奇幻;青春猪头少年系列;轻改;小说改;2023年;増井壮一;续作;TV;2023年6月;日常;日本;治愈;鸭志田一;鴨志田一;增井壮一;青春猪头少年;2023年7月;横谷昌宏;妹妹;石川界人;亲情;未定档;2023年4月,梓川花枫;梓川咲太;樱岛麻衣;广川卯月的妈妈;广川卯月;友部美和子;丰滨和花;鹿野琴美;梓川父;双叶理央;古贺朋绘;国见佑真
632,https://bgm.tv/subject/18631,灼眼的夏娜III -Final-,2011-10-07,7.1,5538,https://lain.bgm.tv/pic/cover/l/56/47/18631_j5o2m.jpg,钉宫理惠;J.C.STAFF;灼眼のシャナIII;2011年10月;轻小说改;傲娇;最终季;TV;战斗;2011;灼眼のシャナ;奇幻;傲娇再开;萝莉;轻改;高桥弥七郎;小说改;灼眼的夏娜;恋爱;日本;渡部高志;夏娜;校园;好吧，期待吧;2011年;热血;续作;萌;半年番;小林靖子,夏娜;坂井悠二;吉田一美;亚拉斯特尔;池速人;佐藤启作;田中荣太;绪方真竹;坂井千草;坂井贯太郎;玛琼琳·朵;马可西亚斯
633,https://bgm.tv/subject/357962,魔都精兵的奴隶,2024-01-04,6.1,5556,https://lain.bgm.tv/pic/cover/l/ae/19/357962_eEjJA.jpg,后宫;肉番;2024年1月;漫画改;战斗;TV;奇幻;卖肉;SevenArcs;漫改;2024;鬼頭明里;日本;搞笑;便宜动画预定;久慈悟郎;异世界;肉;福利;恋爱;魔都精兵的奴隶;2023;2024年;露点;西村纯二;热血;日本动画;A3;动画;中西やすひろ,和仓优希;羽前京香;东日万凛;骏河朱朱;大川村宁;出云天花;东八千穂;若狭佐原;和仓青羽;钱函可可;汤野波音;备前银奈
634,https://bgm.tv/subject/37137,TARI TARI,2012-07-01,7.3,6308,https://lain.bgm.tv/pic/cover/l/de/a5/37137_2F57F.jpg,P.A.WORKS;青春;校园;原创;2012年7月;治愈;音乐;TV;2012;TARI_TARI;信PA得画质;早见沙织;高垣彩阳;日常;日本;橋本昌和;桥本昌和;励志;2012夏;関口可奈味;百合;横手美智子;2012年;早見沙織;浜口史郎;瀬戸麻沙美;高垣彩陽;TARI;社团;TVA,坂井和奏;宫本来夏;冲田纱羽;田中大智;维也纳;高桥智子;坂井圭介;高仓直子;冲田志保;池崎赖;坂井真昼;冲田正一
635,https://bgm.tv/subject/244761,剧场版 白箱,2020-02-29,7.5,6011,https://lain.bgm.tv/pic/cover/l/12/f3/244761_tGK1D.jpg,剧场版;P.A.WORKS;原创;2020;水岛努;职场;白箱;励志;业界;横手美智子;续作;喵森;原创动画;水島努;日本;映画;日常;动画制作;2020年;2020年2月;青春;治愈;2020年1月;SHIROBAKO;関口可奈味;百合;动画电影;浜口史郎;科普;TV,宫森葵;安原绘麻;坂木静香;藤堂美沙;今井绿;武藏野动画股份公司;宫井枫;矢野艾莉卡;佐藤沙罗;安藤椿;久乃木爱;高桥球儿
636,https://bgm.tv/subject/25823,零之使魔F,2012-01-07,6.7,5055,https://lain.bgm.tv/pic/cover/l/c4/9b/25823_RgPyZ.jpg,钉宫理惠;零之使魔;J.C.STAFF;后宫;2012年1月;轻小说改;TV;傲娇;2012;钉宫病;恋爱;异世界;第四季;轻改;肉;奇幻;小说改;露易蒂克絲;战斗;日本;魔法;614;巨乳;搞笑;穿越;卖肉;续作;岩崎良明;F;2012年,露易丝·法兰西斯·露·布朗·杜·拉·瓦利埃尔;平贺才人;卡托丽雅·伊维特·露·布朗·杜·拉·瓦利埃尔;艾丽欧诺尔·艾伯蒂妮·露·杜·拉·瓦丽埃尔;阿尼埃斯·修巴利耶·D·米兰;谢菲尔德;谢斯塔;蒂法妮亚·韦斯特伍德;安丽埃塔·杜·托里斯汀;塔巴萨;丘尔洁·奥古斯都·菲列特利加·封·安哈尔特·泽罗普斯特;伊露库库
637,https://bgm.tv/subject/2968,名侦探柯南 计时引爆摩天楼,1997-04-19,7.2,4891,https://lain.bgm.tv/pic/cover/l/62/da/2968_32745.jpg,剧场版;名探偵コナン;1997;名侦探柯南;推理;柯南;時計じかけの摩天楼;原创;TMS;初代剧场版;悬疑;1997年;日本;劇場版;漫画改;こだま兼嗣;漫改;映画;1997年4月;儿玉兼嗣;恋爱;童年;TMSEntertainment;90年代;电影;古内一成;TMS_Entertainment;动画电影;トムス・エンタテインメント;动画,江户川柯南;工藤新一;毛利兰;毛利小五郎;白鸟任三郎;阿笠博士;目暮十三;吉田步美;小岛元太;圆谷光彦;铃木园子;坂口
638,https://bgm.tv/subject/21032,猎人,2011-10-02,8.2,6413,https://lain.bgm.tv/pic/cover/l/fb/a6/21032_3I1I9.jpg,富奸;大坑;MADHouse;重制;猎人;热血;富坚义博;2011年10月;TV;漫画改;2011;战斗;JUMP;心情复杂;冒险;富奸义薄;Hunter;漫改;奇幻;日本;全职猎人;长篇;智斗;神志那弘志;富坚;神作;动画;HUNTER×HUNTER;2011年;看一下看看,杰·富力士;奇犽·揍敌客;酷拉皮卡;雷欧力·帕拉丁奈特;西索·莫罗;凯特;米特;艾萨克·尼特罗;半藏;爆库儿;邦子;ニコル
639,https://bgm.tv/subject/97305,剧场版 空之境界 未来福音 extra chorus,2013-09-28,7.7,5027,https://lain.bgm.tv/pic/cover/l/5f/34/97305_MMs0b.jpg,剧场版;Type-Moon;ufotable;空之境界;2013;奈须きのこ;梶浦由記;轻小说改;空の境界;奇幻;小说改;坂本真綾;OVA;轻改;鈴村健一;2013年9月;青木英;梶浦由记;战斗;2013年;日本;あおきえい;恋爱;治愈;奈须蘑菇;型月;两仪式;坂本真绫;映画;未来福音,两仪式;黑桐干也;宫月理理栖;浅上藤乃;苍崎橙子;濑尾静音;黑桐鲜花
640,https://bgm.tv/subject/2354,DARKER THAN BLACK -流星的双子-,2009-10-08,7.4,5803,https://lain.bgm.tv/pic/cover/l/d2/54/2354_6QmTz.jpg,BONES;黒の契約者;流星の双子;骨头社;TV;原创;2009年10月;2009;花澤香菜;黑之契约者;战斗;李舜生;黑;银;奇幻;神作的續集;超能力;冈村天斋;DTB;黑之契约者流星の双子;岡村天斎;日本;花泽香菜;续作;流星双子;科幻;黑叔;2009年;热血;萝莉,黑;苏芳·帕夫利琴科;July;佩恰;猫;银;紫苑·帕夫利琴科;帕夫利琴科博士;塔尼娅·阿克罗;尼卡;萨西亚;艾蕾娜
641,https://bgm.tv/subject/260770,请问您今天要来点兔子吗？BLOOM,2020-10-10,7.6,5097,https://lain.bgm.tv/pic/cover/l/0a/16/260770_x4N8v.jpg,芳文社;百合;日常;萌系;2020年10月;漫画改;TV;请问您今天要来点兔子吗？;2020;轻百合;治愈;漫改;萌;萝莉;Encourage_Films;EncourageFilms;日本;续作;萌豚;搞笑;桥本裕之;轻百;橋本裕之;エンカレッジフィルムズ;点兔;2020年;佐仓绫音;WHITEFOX;水瀬いのり;废萌,保登心爱;香风智乃;天天座理世;宇治松千夜;桐间纱路;条河麻耶;奈津惠;青山翠;真手凛;保登摩卡;香风隆宏;提比
642,https://bgm.tv/subject/226507,One Room 第二季,2018-07-02,6.8,4933,https://lain.bgm.tv/pic/cover/l/87/1e/226507_dBZCh.jpg,泡面番;恋爱;第一视角;原创;2018年7月;TV;日常;ZERO-G;2018;泡面;One_Room;カントク;2018年;第2期;日本;原创动画;治愈;续作;OneRoom;萌;ゼロジー;水瀬いのり;高桥李依;监督;上田慎一郎;Room;水濑祈;短片;ONE;M・A・O,花坂结衣;七桥御乃梨;天月真白
643,https://bgm.tv/subject/8081,荒川爆笑团2,2010-10-03,7.6,5704,https://lain.bgm.tv/pic/cover/l/4a/fe/8081_o68Z8.jpg,新房昭之;搞笑;荒川爆笑团;电波系;SHAFT;神谷浩史;2010年10月;TV;2010;坂本真綾;杉田智和;漫画改;招兵买马;第二季;日常;电波;小珊;子安武人;漫改;2010-10月番;日本;恋爱;吐槽;笑得肚子疼;治愈;坂本真绫;中村光;续作;十月番;中村悠一,市之宫行;小珊/妮诺;修女;村长;星星;小白;P子;史黛拉;玛利亚;末代武士;比利;贾桂琳
644,https://bgm.tv/subject/41658,向山进发,2013-01-02,7.1,5752,https://lain.bgm.tv/pic/cover/l/f3/b2/41658_Gsis2.jpg,泡面番;百合;2013年1月;TV;漫画改;8bit;治愈;治愈系;2013;日常;阿澄佳奈;向山进发;井口裕香;山本裕介;漫改;小倉唯;轻百合;泡面;日本;8-Bit;萌;运动;日笠陽子;登山;エイトビット;2013年;松尾祐輔;轻百;校园;松尾祐辅,雪村葵;仓上日向;斋藤枫;青羽心夏;仓上健一;美绪;百合;羊驼
645,https://bgm.tv/subject/20547,迷糊餐厅 第二季,2011-10-01,7.6,5791,https://lain.bgm.tv/pic/cover/l/59/2b/20547_Fqawr.jpg,搞笑;WORKING;轻喜剧;2011年10月;A-1Pictures;TV;福山润;日常;漫画改;2011;神谷浩史;亚麻大;恋爱;男性恐惧症;没有萨满汪汪;漫改;萝莉控;打工;职场;十月番;日本;阿澄佳奈;大槻敦史;小野大辅;治愈;欢乐;迷糊餐厅;A-1;萌;续作,小鸟游宗太;佐藤润;相马博臣;种岛白杨;伊波真昼;轰八千代;白藤杏子;山田葵;音尾兵吾;松本麻耶;小鸟游一枝;小鸟游泉
646,https://bgm.tv/subject/141530,瑞克和莫蒂 第二季,2015-07-26,8.4,5070,https://lain.bgm.tv/pic/cover/l/63/28/141530_HCCpE.jpg,科幻;美国;脑洞;欧美;TV;2015;搞笑;原创;Rick_and_Morty;猎奇;美国动画;Adult-Swim;神作;SF;结尾煽情;瑞克和莫蒂;2015年7月;美漫;奇幻;2015年;Rick;动画;讽刺;AdultSwim;Morty;欧美动画;续作;剧集;Dan_Harmon;战斗,瑞克·桑切斯;莫蒂·史密斯;贝丝·史密斯;杰里·史密斯;萨默·史密斯;Unity;Jessica;Snuffles;Tammy;Birdperson;Gearhead;Squanchy
647,https://bgm.tv/subject/277436,伍六七之最强发型师,2019-10-23,7.2,4637,https://lain.bgm.tv/pic/cover/l/9f/42/277436_sVpfF.jpg,国产;搞笑;原创;战斗;刺客伍六七;2019年10月;2019;TV;何小疯;小疯映画;WEB;国漫;热血;中国;续集;武侠;奇幻;续作;群像;治愈;恋爱;2019年;日常;2010s;国产动画;国创;动作;伍六七;10月;剧集,伍六七;梅花十三;鸡大保;小飞鸡;江惠莲;青凤;梅花大侠;守打刘丸;烂命华;赤牙;梅花十一;春风一郎
648,https://bgm.tv/subject/979,黑礁,2006-04-08,7.8,5976,https://lain.bgm.tv/pic/cover/l/c3/2d/979_Pw5W0.jpg,暴力美学;黑礁;MADHouse;枪战;TV;御姐;2006年4月;2006;漫画改;现代黑帮;战斗;暴力;广江礼威;漫改;莱薇;日本;暴力最高;黑帮;片渕須直;双子;犯罪;片渊须直;黑幫天堂;热血;动画;2006年;动作;広江礼威;浪川大辅;日本动画,洛克;ラグーン商会;莱薇;达奇;本尼;巴拉莱卡;张维新;仙华;罗贝尔特;The Church of Violence;ヨランダ
649,https://bgm.tv/subject/2790,好想告诉你,2009-10-06,7.6,5914,https://lain.bgm.tv/pic/cover/l/ec/0b/2790_gng9Z.jpg,纯爱;校园;能登麻美子;好想告诉你;少女向;治愈;2009年10月;恋爱;治愈清新;TV;好想急死你;2009;I.G;浪川大辅;漫画改;ProductionI.G;治愈系;Production.I.G;君届;贞子;漫改;純愛;青春;日本;校園;少女;日常;中村悠一;君に届け;鏑木ひろ,黑沼爽子;风早翔太;矢野绫音;吉田千鹤;真田龙;胡桃泽梅;荒井一市;远藤朋美;真田彻;城之内宗一;高桥千草;平野依里子
650,https://bgm.tv/subject/253628,家有女友,2019-01-11,6.2,5673,https://lain.bgm.tv/pic/cover/l/33/f9/253628_F42y2.jpg,恋爱;胃药;2019年1月;TV;漫改;漫画改;Diomedéa;校园;禁断之恋;2019;家有女友;内田真礼;流石景;日笠阳子;日本;后宫;井畑翔太;胃疼;党争;Diomedea;伦理;肉;扭曲;肉番;青春;2019年;日常;卖肉;小原好美;季番,橘瑠衣;橘阳菜;藤井夏生;柾冈悠弥;木根和志;柏原桃;苇原美雨;栗本文哉
651,https://bgm.tv/subject/83402,Fate/kaleid liner 魔法少女☆伊莉雅 2wei!,2014-07-09,7.1,4887,https://lain.bgm.tv/pic/cover/l/f8/d7/83402_BBeb9.jpg,百合;Type-Moon;魔法少女☆伊莉雅;2014年7月;漫画改;SILVERLINK.;TV;Fate;魔法少女;大沼心;2014;萌;战斗;漫改;魔法少女伊莉雅;萝莉;奇幻;日本;神保昌登;搞笑;2014年;FatekaleidLiner;日常;续作;校园;轻百合;魔法;型月;伊莉雅;SILVER_LINK.,伊莉雅斯菲尔·冯·爱因兹贝伦 (Prisma☆Illya);美游·艾德费尔特;克洛伊·冯·爱因兹贝伦;远坂凛 (Prisma☆Illya);露维亚瑟琳塔·艾德费尔特 (Prisma☆Illya);红宝石之星;蓝宝石之星;巴泽特·弗拉加·麦克雷米兹 (Prisma☆Illya);卡莲·奥尔黛西亚 (Prisma☆Illya);卫宫士郎 (伊莉雅世界);藤村大河 (Prisma☆Illya);塞拉 (Prisma☆Illya)
652,https://bgm.tv/subject/525565,相反的你和我,2026-01-11,7.7,6982,https://lain.bgm.tv/pic/cover/l/71/50/525565_OxOv7.jpg,恋爱;校园;2026年1月;漫画改;TV;搞笑;LapinTrack;2026;日本;日常;漫改;青春;少年向;长友孝和;喜剧;群像;ラパントラック;纯爱;2026冬;2026年;治愈;長友孝和;1月;内海照子;游戏改;阿贺泽红茶;动画;相反的你和我;鈴代紗弓;TVA,谷悠介;铃木实优;渡边真奈美;佐藤葵;东紫乃;平秀司;山田健太郎;西奈津美;本田梨花子;盛本;新见仁子;川崎
653,https://bgm.tv/subject/67826,噬血狂袭,2013-10-04,6.6,5310,https://lain.bgm.tv/pic/cover/l/c0/f7/67826_oa7Xa.jpg,后宫;轻小说改;2013年10月;嗜血狂袭;TV;战斗;SILVERLINK.;2013;奇幻;轻改;三雲岳斗;校园;卖肉;吉野弘幸;小说改;日本;恋爱;CONNECT;2013年10月秋アニメ;噬血狂袭;BLOOD;山本秀世;种田梨沙;肉番;吸血鬼;2013年;肉;STRIKE;细谷佳正;搞笑,晓古城;姬柊雪菜;蓝羽浅葱;煌坂纱矢华;晓凪沙;矢濑基树;南宫那月;叶濑贤生;妮娜·阿迪拉德;布鲁德·丹柏葛拉夫;吉拉·雷别戴夫·瓦尔迪兹拉瓦;特毕亚斯·加坎
654,https://bgm.tv/subject/5653,尸鬼,2010-07-08,7.2,6001,https://lain.bgm.tv/pic/cover/l/d7/e4/5653_5ugTB.jpg,悬疑;恐怖;尸鬼;小野不由美;2010年7月;TV;2010;内涵;下巴好尖;童梦;小说改;微内涵;藤崎龙;漫画改;内山昂辉;户松遥;轻小说改;猎奇;2010年7月番;日本;人性;奇幻;童夢;noitaminA;致郁;轻改;悠木碧;网野哲郎;血腥;アニメ,结城夏野;尾崎敏夫;室井静信;桐敷沙子;仓桥佳枝;清水惠;武藤彻;村迫正雄;田中薰;田中昭;室井信明;室井美和子
655,https://bgm.tv/subject/240039,不吉波普不笑,2019-01-04,7.3,6003,https://lain.bgm.tv/pic/cover/l/41/2a/240039_DSzs2.jpg,MADHouse;轻小说改;2019年1月;悬疑;TV;夏目真悟;奇幻;2019;轻改;悠木碧;牛尾憲輔;战斗;世界系;小说改;日本;群像;鈴木智尋;牛尾宪辅;意识流;不吉波普不笑;校园;电波;2019年;剧情;日本动画;上遠野浩平;2018;上远野浩平;科幻;猎奇,不吉波普／宫下藤花;雾间凪;末真和子;竹田启司;新刻敬;纸木城直子;早乙女正美;田中志郎;百合原美奈子;共鸣者;谷口正树;织机绮
656,https://bgm.tv/subject/444403,怪人的沙拉碗,2024-04-04,7.1,6305,https://lain.bgm.tv/pic/cover/l/b8/0b/444403_u441B.jpg,搞笑;2024年4月;轻小说改;日常;TV;穿越;StudioComet;2024;轻改;平坂読;奇幻;群像;小说改;SynergySP;平坂读;日本;佐藤昌文;养女儿;异世界;萝莉;治愈;百合;逆穿越;都市;怪人的沙拉碗;喜剧;2024年;后宫;TVA;スタジオコメット,镝矢惣助;萨拉·达·奥丁;利维娅·德·伍迪斯;蜜桃臀;皆神望爱;爱崎布兰达;永绳友奈;闺春花;草薙勋;武雄;铃木;竹本幸司
657,https://bgm.tv/subject/763,零之使魔 三美姬的轮舞,2008-07-06,6.6,4936,https://lain.bgm.tv/pic/cover/l/ee/fc/763_w955d.jpg,钉宫理惠;零之使魔;傲娇;J.C.STAFF;TV;2008年7月;轻小说改;后宫;卖肉;2008;ゼロの使い魔～三美姫の輪舞～;钉宫病;奇幻;贫乳;异世界;轻改;小说改;恋爱;日本;战斗;614;钉宫;搞笑;魔法;无口;穿越;最萌;续作;2008年;第三季,露易丝·法兰西斯·露·布朗·杜·拉·瓦利埃尔;平贺才人;卡托丽雅·伊维特·露·布朗·杜·拉·瓦利埃尔;艾丽欧诺尔·艾伯蒂妮·露·杜·拉·瓦丽埃尔;谢斯塔;安丽埃塔·杜·托里斯汀;丘尔洁·奥古斯都·菲列特利加·封·安哈尔特·泽罗普斯特;塔巴萨;蒂法妮亚·韦斯特伍德;伊露库库;基修·杜·格拉蒙;阿尼埃斯·修巴利耶·D·米兰
658,https://bgm.tv/subject/474906,小市民系列,2024-07-06,6.2,7323,https://lain.bgm.tv/pic/cover/l/e2/f4/474906_z0h44.jpg,推理;2024年7月;米泽穗信;小说改;TV;LapinTrack;校园;日常;轻小说改;2024;恋爱;轻改;羊宮妃那;神户守;日本;神戸守;悬疑;大野敏哉;2024年;小市民系列;斋藤敦史;青春;ラパントラック;小市民;米澤穂信;武内宣之;2024夏;季番;电影感;羊宫妃那,小鸠常悟朗;小佐内由纪;堂岛健吾;吉口;高田;下村;坂上;尾崎;堂岛知里;门地让治;真木島みどり;五日市公也
659,https://bgm.tv/subject/29139,龙与虎OVA 便当的精髓,2011-12-21,7.3,4573,https://lain.bgm.tv/pic/cover/l/23/de/29139_00UEe.jpg,OVA;J.C.STAFF;钉宫理惠;龙与虎;校园;2011;掌中萌虎;恋爱;傲娇;爱妻便当;轻小说改;治愈;超怀念;傲娇时代最后的经典;小说改;轻改;长井龙雪;日本;日常;青春;龙X虎;便当;2011年12月;龙儿;搞笑;長井龍雪;冈田麿里;2011年;堀江由衣;喜多村英梨,高须龙儿;逢坂大河;栉枝实乃梨;川岛亚美;北村佑作;能登久光;春田浩次;恋洼百合;香椎奈奈子;高须泰子;木原麻耶;小鹦
660,https://bgm.tv/subject/1029,悠久之翼2,2008-10-06,8.1,5944,https://lain.bgm.tv/pic/cover/l/84/d2/1029_Zc2U6.jpg,新房昭之;大沼心;ef;SHAFT;GAL改;催泪;TV;minori;天门;2008年10月;ef_a_tale_of_melodies.;2008;游戏改;恋爱;GAL;黑历史;新房;治愈;校园;日本;爱情;黑白优子画最高！;神作;致郁;悠久之翼;续作;虐心;奇幻;2008年;七尾奈留,火村夕;雨宫优子;羽山瑞希;久濑修一;新藤千寻;麻生莲治;广野纮;宫村宫子;堤京介;新藤景;广野凪;雨宫明良
661,https://bgm.tv/subject/38040,Little Busters!,2012-10-06,7.2,5917,https://lain.bgm.tv/pic/cover/l/46/ea/38040_KFMP9.jpg,key;J.C.STAFF;GAL改;2012年10月;校园;催泪;TV;key社;2012;游戏改;Busters!;Little;治愈;神作;等得花儿都谢了;緑川光;麻枝准;京阿尼;日本;恋爱;友情;日常;搞笑;山川吉树;青春;山川吉樹;堀江由衣;半年番;2012年;万分给力,直枝理树;枣铃;枣恭介;神北小毬;三枝叶留佳;能美·库特莉亚芙卡;西园美鱼;阿酱前辈;西园美鸟;井之原真人;宫泽谦吾;来谷唯湖
662,https://bgm.tv/subject/2970,名侦探柯南 世纪末的魔术师,1999-04-17,7.2,4705,https://lain.bgm.tv/pic/cover/l/6d/b2/2970_Tj4Nk.jpg,剧场版;名探偵コナン;1999;名侦探柯南;推理;柯南;世紀末の魔術師;TMS;原创;基德;悬疑;劇場版;漫画改;日本;1999年;kid;映画;恋爱;こだま兼嗣;儿玉兼嗣;漫改;1999年4月;神蛋;90年代;童年;电影;TMSEntertainment;古内一成;トムス・エンタテインメント;青山刚昌,江户川柯南;工藤新一;毛利兰;怪盗基德;毛利小五郎;白鸟任三郎;目暮十三;阿笠博士;灰原哀;吉田步美;小岛元太;高木涉
663,https://bgm.tv/subject/1487,樱兰高校男公关部,2006-04-04,7.7,5711,https://lain.bgm.tv/pic/cover/l/6d/3a/1487_LWPqQ.jpg,BONES;櫻蘭男公關;后宫;宮野真守;2006;TV;坂本真绫;治愈系;搞笑;男公关;校园;漫画改;腐;天然呆;樱兰高校;恋爱;少女向;双子;2006年4月;笨蛋;HONEY前輩;漫改;春绯;逆后宫;樱兰;乙女向;恶搞;五十岚卓哉;日本;治愈,藤冈春日;须王环;凤镜夜;常陆院光;常陆院馨;植之塚光邦;铦之塚崇;上贺茂椿;仓贺野百华;藤冈凉二;宝积寺莲华;右京千影
664,https://bgm.tv/subject/22179,黑岩射手,2012-02-02,6.4,5445,https://lain.bgm.tv/pic/cover/l/fa/4c/22179_fkp9h.jpg,黑岩射手;百合;原创;TV;2012年1月;BRS;ProductionI.G;花泽香菜;2012;noitaminA;战斗;少女;黑岩;Ordet;山本宽;2012年2月;奇幻;Production.I.G;宽叔;Miku;岡田麿里;日本;今石洋之;校园;SANZIGEN;冈田麿里;吉岡忍;三次元;2012年;吉冈忍,黑衣麻陶;小鸟游黄泉;神足由宇;纳野沙耶;出灰篝;黑岩射手;死亡之主;Strength;Black Gold Saw;Chariot;小幡新;体育部部员
665,https://bgm.tv/subject/299,再见绝望先生,2007-07-07,7.8,5893,https://lain.bgm.tv/pic/cover/l/ef/0d/299_0srrf.jpg,新房昭之;绝望先生;SHAFT;久米田康治;神谷浩史;TV;讽刺;电波;2007年7月;2007;漫画改;社会问题;系色望;绝望啦;漫改;搞笑;吐槽;日本;校园;绝望;后宫;治愈系;日常;2007年;新房;井上麻里奈;野中蓝;新房大神;内涵;治愈,糸色望;风浦可符香（P.N.）;木津千里;小森雾;常月缠;木村卡爱拉;关内·玛丽亚·太郎;小节浴;日塔奈美;藤吉晴美;音无芽留;臼井影郎
666,https://bgm.tv/subject/291412,在地下城寻求邂逅是否搞错了什么 第三季,2020-10-02,6.6,4728,https://lain.bgm.tv/pic/cover/l/b6/d5/291412_zE2C2.jpg,J.C.STAFF;战斗;2020年10月;轻小说改;后宫;奇幻;TV;异世界;轻改;2020;期待在地下城邂逅有错吗Ⅲ;小说改;期待在地下城邂逅有错吗;日本;冒险;续作;热血;橘秀樹;橘秀树;日本动画;松冈祯丞;恋爱;在地下城寻求邂逅是否搞错了什么;2020年;2020年7月;搞笑;地错;水瀬いのり;动画;松岡禎丞,贝尔·克朗尼;赫斯缇雅;莉莉露卡·厄德;韦尔夫·克洛;倭·命;三条野·春姬;薇妮;艾丝·华伦斯坦;埃伊娜·祖尔;希儿·福罗瓦;琉·利昂;洛基
667,https://bgm.tv/subject/513345,薰香花朵凛然绽放,2025-07-05,6.9,5914,https://lain.bgm.tv/pic/cover/l/b8/0d/513345_jv4wM.jpg,恋爱;校园;CloverWorks;2025年7月;漫画改;TV;2025;漫改;日本;日常;纯爱;少年向;黑木美幸;青春;2025年;黒木美幸;治愈;山崎莉乃;日本动画;少女漫;搞笑;未定档;女性向;薰香花朵凛然绽放;2025夏;少女;新番;TVA;井上ほの花;少女向,䌷凛太郎;和栗薰子;宇佐美翔平;夏泽朔;依田绚斗;保科昴;䌷杏子;䌷圭一郎;柚原圆;泽渡亚由美;浅仓铃香;源千纱
668,https://bgm.tv/subject/15237,神的记事本,2011-07-02,6.7,6187,https://lain.bgm.tv/pic/cover/l/60/eb/15237_y1hzw.jpg,NEET侦探;2011年7月;J.C.STAFF;神様のメモ帳;爱丽丝;TV;轻小说改;NEET;小仓唯;loli侦探;推理;2011;神的记事本;岸田メル;杉井光;Dr.Pepper;小说改;轻改;萝莉;JC;悬疑;辉夜姬;吐槽;日本;萌;侦探;日常;2011夏;轻小说;松冈祯丞,爱丽丝;藤岛鸣海;筱崎彩夏;明老板;阿哲学长;少校;宏哥;第四代;平坂錬次;玫歐;黑田小百合;善喜
669,https://bgm.tv/subject/39794,绝园的暴风雨,2012-10-04,7.1,6090,https://lain.bgm.tv/pic/cover/l/9d/8d/39794_NPpd7.jpg,BONES;2012年10月;TV;絶園のテンペスト;漫画改;绝园的暴风雨;泽城美雪;花澤香菜;科幻;2012;奇幻;内山昂輝;水树奈奈;基园的暴风雨;漫改;悬疑;战斗;安藤真裕;推理;恋爱;花泽香菜;日本;丰永利行;骨头社;冈田麿里;岡田麿里;2012年;魔法;内山昂辉;城平京,泷川吉野;不破真广;锁部叶风;不破爱花;锁部左门;伊凡洁丽·山本;星村润一郎;锁部夏村;锁部哲马;早河巧;羽村惠;路人
